game_id,Season,result,starplayer_difference,rpi_rating_difference,Log5,adjoe_difference,adjde_difference,EFG-OEEG,TPP-DTPP_difference,SRS_difference,SOS_difference,adjwin_difference,Hostwin_difference,coach_influence_difference,previous_performance_dif
2010-1181-1124,2010,1,1,-0.039,0.709993411,-0.5737,6.4019,-3.049069891,0.0144,7.24,1.18,0.087222222,0.3,197.6508552,256
2010-1181-1139,2010,1,0,-0.039,0.759744796,8.7868,0.4225,2.469203102,-0.0068,10.84,4.13,-0.037631579,0.4,176.3447791,255
2010-1181-1143,2010,1,1,-0.025,0.794220563,-0.8964,9.856,2.012791572,0.0194,7.92,0.95,0.180714286,0.571428571,111.9914158,256
2010-1181-1345,2010,1,1,0.003,0.755996679,9.6784,-0.4468,2.604255661,-0.0065,7.69,0.4,0.026428571,0.142857143,170.6113157,250
2010-1196-1140,2010,0,0,0.117,0.246801919,-4.2322,-4.1219,-7.286866538,-0.0312,-6.93,4.16,-0.234967321,-0.404761904,34.60381691,70
2010-1199-1211,2010,0,0,-0.001,0.585741539,-8.0635,9.2168,-0.272817411,0.0065,2.53,2.96,-0.103308824,-0.1,-43.65386414,-25
2010-1210-1326,2010,0,0,0.003,0.283089509,-8.9352,1.2145,-2.958870652,-0.0272,-5.38,1.65,-0.146546546,-0.083333333,-27.16750989,1
2010-1210-1329,2010,1,0,0.007,0.547350164,-3.1541,3.9852,1.723078731,-0.0114,1.77,2.05,-0.016161616,0.095238096,11.70965668,23
2010-1242-1250,2010,1,0,0.001,0.985133295,14.4056,16.7204,9.29895448,0.0334,28.01,16.04,0.248484849,0.857142857,96.79496176,38
2010-1242-1320,2010,0,0,-0.006,0.838871008,12.7669,0.4525,8.962068272,0.0095,12.65,3.98,0.038095238,0.079365079,76.35349471,37
2010-1246-1190,2010,1,1,0.037,0.938692568,12.7642,6.9868,10.90705241,-0.0095,21.96,8.29,0.291729324,0.242424242,85.47099629,-2
2010-1246-1448,2010,1,1,0.01,0.798767851,7.1489,3.0158,6.752376619,0.0071,9.68,-2.03,0.269609508,0.409090909,91.48856685,-1
2010-1257-1143,2010,0,0,-0.011,0.393968763,-4.6593,0.9224,-1.980991657,0.0167,-3.21,-0.27,-0.094891775,-0.095238096,14.4233045,33
2010-1268-1222,2010,1,0,0.032,0.839962535,5.5026,7.0199,10.01183654,-0.0375,11.01,4.47,0.17021645,-0.428571428,50.15410306,73
2010-1277-1268,2010,1,0,-0.028,0.420176512,-7.0837,3.7215,-1.932763381,-0.0306,-2.42,0.22,0.04013104,0.339285714,-12.99143328,51
2010-1277-1308,2010,1,0,-0.023,0.824956374,-1.8064,12.5497,2.837544784,-0.0042,13.27,6.51,0.10127186,-0.125,101.2858053,124
2010-1277-1397,2010,1,0,0.044,0.583450491,5.019,-2.0731,-0.376435504,-0.0255,-0.72,0.42,0.016216216,-0.102272727,52.15973084,112
2010-1278-1462,2010,0,0,-0.015,0.44441566,-2.7078,0.7606,0.109520859,0.0141,-0.59,1.38,-0.154285714,-0.071428571,93.51781581,1
2010-1281-1155,2010,1,0,0.092,0.468827142,-0.4318,-0.4539,-0.44171739,0.0515,1.68,-1.54,0.005882353,0.1,-6.263874444,3
2010-1281-1452,2010,0,-1,-0.019,0.295719271,-8.4716,1.2472,2.222854845,0.0769,-1.77,-3.9,-0.183591331,-0.423076923,-96.04634373,-1
2010-1293-1139,2010,0,-1,0,0.318365922,-0.8833,-4.2727,6.673185315,0.0103,-5.68,-8.97,-0.01374269,0.233333333,-7.105738582,-2
2010-1307-1285,2010,1,0,0.048,0.749911557,7.8927,0.652,-5.454608343,0.0025,8.56,6.19,0.173392857,0.1,45.50713571,0
2010-1317-1243,2010,0,0,-0.102,0.042847981,-11.9597,-10.9054,-1.303385336,-0.0477,-22.37,-15,-0.042260442,0,-5.752117384,0
2010-1320-1277,2010,0,0,0.031,0.503552769,-3.1038,2.7045,-2.002465948,0.0174,-3.3,-3.9,0.10965251,0.152777778,-80.70375489,-123
2010-1320-1424,2010,1,0,0.107,0.601790769,-1.3236,3.8379,-3.417485569,-0.0247,-0.54,-0.55,0.128571429,0.444444445,-64.91154863,-5
2010-1323-1330,2010,0,0,-0.08,0.540479736,11.1668,-8.3762,1.22165175,-0.0299,1.75,4.44,-0.13952381,0,12.34136046,7
2010-1325-1207,2010,1,0,0.029,0.131808586,-9.3549,-4.8867,-5.572853848,0.028,-2.77,-8.07,0.177157803,0,-47.62939258,-27
2010-1338-1324,2010,1,0,0.012,0.867391684,2.5868,10.9403,6.242543955,0.0024,14.94,10.35,-0.061008404,-0.321428571,37.70031653,17
2010-1364-1326,2010,0,0,-0.006,0.053231003,-17.4403,-4.206,-6.340174745,-0.036,-19.62,-8.46,-0.090990991,0,-55.18468722,-22
2010-1373-1345,2010,0,1,-0.044,0.324957581,1.185,-5.8267,-2.935790225,0.0097,-9.04,-9.98,-0.041512605,-0.523809524,2.46756731,-5
2010-1388-1124,2010,0,0,-0.017,0.34593569,-3.1496,-1.8008,-0.796017956,-0.0171,-4.59,-5.83,0.066339869,0.014285714,12.23547155,1
2010-1388-1350,2010,1,0,0.009,0.553216531,6.4543,-4.0728,2.206827547,-0.0533,3.35,-1.23,0.091260504,0,18.94281181,2
2010-1393-1211,2010,1,0,0.02,0.782600017,5.2247,4.3203,4.409122884,0.0166,9.61,3.38,0.058655462,0.014285714,111.1968371,104
2010-1393-1436,2010,1,-1,0.025,0.938748148,12.2964,8.054,8.465630686,0.0178,22.98,13.9,0.08,0.114285714,182.0397706,130
2010-1396-1165,2010,0,0,0.015,0.777346945,-8.2162,15.4953,-2.333648991,-0.0214,3.68,5.18,-0.047563025,-0.083333333,66.16870904,0
2010-1397-1325,2010,1,0,-0.022,0.738463997,-1.6688,8.5199,2.652169644,0.0006,11.49,7.78,0.151351352,0.06060606,54.99863166,12
2010-1397-1326,2010,1,0,-0.052,0.252063224,-11.9625,2.7775,-3.68494601,-0.0017,-3.44,0.38,-0.021621621,-0.022727273,-12.29942984,-11
2010-1397-1361,2010,1,0,0.001,0.483339825,-5.2142,4.0462,0.506025903,0.0072,4.71,3.54,-0.00317965,0.06060606,-26.74823954,10
2010-1401-1345,2010,0,0,0.025,0.469549327,2.7077,-3.0422,-1.458414697,-0.025,-2.28,0.99,-0.141512605,-0.357142857,-7.865611455,-5
2010-1429-1401,2010,0,0,-0.017,0.47984127,3.6566,-3.6042,6.178079461,-0.0064,-1.62,-8.57,0.072941176,0,27.47267828,4
2010-1435-1293,2010,0,0,-0.038,0.524692283,4.2974,-3.0692,-5.459463231,-0.0506,6.55,11.75,-0.154040404,-0.404761904,13.5664226,11
2010-1437-1352,2010,1,0,0.013,0.943868554,17.6245,3.9094,2.869021331,0.0083,20.43,13.9,0.075497835,0.444444445,48.15626665,36
2010-1437-1388,2010,0,0,-0.011,0.614360617,2.6177,1.0535,-4.241345391,0.0283,3.34,5.55,-0.072905526,0.063492064,34.84420805,35
2010-1448-1400,2010,1,0,-0.029,0.348424787,-6.984,1.8341,-3.0122331,-0.0091,-7.11,1.47,-0.053510437,-0.166666667,-106.0760574,-46
2010-1449-1266,2010,1,0,0.03,0.395526157,-2.2974,-0.9237,0.07915913,-0.0183,0.47,-0.74,0.044117647,0.214285714,28.00725148,11
2010-1449-1307,2010,1,1,-0.011,0.488781206,-3.5344,2.7539,2.069858432,0.0021,3.15,3.65,-0.167142857,0.114285714,-8.426022727,12
2010-1449-1452,2010,0,0,0,0.246109059,-6.298,-2.3148,1.189030622,0.0252,-3.52,-2.77,-0.139473684,-0.208791209,-89.28734332,6
2010-1452-1181,2010,0,0,0.022,0.334078212,-1.1317,-3.6315,-4.878483242,-0.0292,-6.05,1.05,-0.025526316,-0.076923077,-80.87530914,-251
2010-1452-1246,2010,1,0,0.009,0.503768647,4.0647,-3.1608,-7.925955997,-0.0152,-1.97,3.44,-0.073684211,0.013986014,24.35196766,6
2010-1452-1288,2010,1,1,0.062,0.94705887,11.9409,9.6295,1.073874787,-0.018,20.34,16.41,0.054338549,0.256410256,93.98854281,5
2010-1457-1115,2010,0,0,0.008,0.646345234,0.8794,3.2005,-3.306077539,0.0503,-0.39,0.37,0.027629233,-0.333333333,22.71444081,1
2010-1458-1459,2010,1,0,0.045,0.839447598,10.6466,1.8824,1.917214112,-0.0045,13.41,10.23,-0.076536796,-0.214285714,56.31609648,20
2010-1462-1243,2010,0,0,-0.003,0.3464882,0.1205,-4.3755,2.740680775,-0.0026,-3.65,-4.34,-0.054208494,-0.25,-6.395012121,-1
2010-1462-1338,2010,1,0,0.012,0.517040748,4.0779,-2.9734,1.508726729,0.0084,1.93,-1.45,0.032436975,0.071428571,-37.65391667,-18
2011-1106-1427,2011,0,0,-0.023,0.274910488,-8.3831,1.7139,-2.314524617,-0.0131,-7.57,-5.38,-0.101512605,-0.05,0.273641429,1
2011-1112-1163,2011,0,0,-0.005,0.35754256,0.2624,-4.2662,1.900586228,-0.0141,-1.41,-2.45,-0.00462131,-0.4,-109.6796369,-112
2011-1125-1458,2011,0,-1,0.001,0.338331735,-9.8035,3.5226,4.457895899,0.0462,-5.7,-13.84,0.186554622,0.285714286,-33.50308092,-18
2011-1131-1242,2011,0,0,0.016,0.031818016,-16.5167,-9.2366,-11.19540057,-0.0176,-26.58,-11.47,-0.329924812,-0.194805195,-105.6429857,-39
2011-1137-1163,2011,0,0,-0.135,0.156197482,-9.4903,-3.2731,1.887960875,-0.0148,-15.56,-14.31,-0.029698709,-0.666666667,-148.8211902,-112
2011-1139-1196,2011,1,0,-0.095,0.332563114,-2.9782,-2.266,-3.202381488,0.0099,-4.74,-2.55,-0.040825035,0.118181818,-51.56923298,-51
2011-1139-1330,2011,1,0,-0.099,0.467717581,2.1244,-2.7601,0.585933821,-0.0104,2.5,3.26,-0.04241486,-0.038961039,-12.26988161,20
2011-1139-1433,2011,1,0,-0.055,0.661461144,1.3515,3.5616,-0.164137568,-0.0281,2.97,1.24,0.025526316,0.068181818,28.18934349,23
2011-1140-1196,2011,0,0,-0.125,0.587764372,3.3767,-0.3632,0.017223948,0.0349,2.38,-1.81,0.097297298,0.05,-41.20229945,-70
2011-1140-1211,2011,1,0,-0.101,0.70115975,7.7037,-0.6531,-0.325829075,0.0238,4.79,1.75,0.18007722,0.194444444,-34.24409966,-23
2011-1140-1459,2011,1,-1,-0.103,0.865649264,5.9122,8.1796,1.787291821,0.0213,14.3,6.97,0.23100159,0.125,41.68132484,3
2011-1153-1163,2011,0,0,-0.01,0.431319112,-5.7012,2.9094,-0.067110956,0.0204,-2.54,-4.34,-0.044320558,-0.333333333,-130.7652705,-112
2011-1153-1281,2011,1,0,0.086,0.617205648,-3.4411,6.1739,1.400413516,-0.0305,0.64,-0.4,0.108907563,0.095238096,-18.37640422,-6
2011-1155-1452,2011,0,0,0.002,0.466985218,-4.4627,2.896,2.061855621,0.0478,-2.39,-4.45,-0.0114082,0.015873015,-98.08207867,-27
2011-1163-1139,2011,1,0,0.071,0.72037301,3.3369,3.6657,1.904307024,-0.0041,6.42,5.42,0.030937099,0.181818182,118.1322575,89
2011-1181-1112,2011,0,0,0.018,0.811461578,2.9445,7.4984,3.718576902,0.03,7.97,0.33,0.0685633,0.3,179.8510815,278
2011-1199-1401,2011,1,0,0.023,0.488701797,-6.6943,5.5661,3.892810099,0.0133,0.86,0.51,-0.013725491,-0.071428571,-1.347432642,-1
2011-1199-1433,2011,0,0,0.032,0.679508656,-8.1441,12.4633,4.743346871,-0.0198,4.92,2.67,-0.032058824,-0.25,32.22333602,2
2011-1211-1385,2011,1,0,-0.013,0.462021493,-0.3302,-0.7498,6.550369493,-0.0205,0.76,-6,0.074632035,-0.111111111,30.09413846,27
2011-1214-1181,2011,0,0,-0.015,0.019357336,-22.8237,-6.1261,-6.47511604,0.0127,-29.71,-17.09,-0.078132678,-0.011111111,-216.0893639,-278
2011-1228-1424,2011,1,0,0.035,0.506549569,1.107,-0.7661,2.276476816,-0.0475,2.05,5.11,-0.185561497,-0.339285714,-42.73904761,22
2011-1242-1228,2011,1,0,-0.038,0.751446635,8.4547,0.4936,5.260476808,0.0261,7.38,-3.49,0.360681114,0.534090909,54.94134037,10
2011-1242-1350,2011,1,0,-0.033,0.809860419,8.2866,2.9644,4.480319378,0.0045,12.87,4.83,0.111237553,0.131313131,89.62950624,38
2011-1242-1433,2011,0,0,0.003,0.909799573,8.9754,8.4421,10.54248464,-0.0107,15.54,3.84,0.199210526,0.159090909,98.85140367,39
2011-1246-1163,2011,0,0,0.021,0.593246769,2.4217,0.5704,4.458874306,0.0006,2.35,-1.53,-0.041463415,-0.153846154,-51.95314877,-107
2011-1246-1326,2011,1,0,0.029,0.312655125,-6.5175,-0.1973,0.06047007,-0.0435,-5.54,0.53,-0.159459459,0.012820513,22.21466151,-23
2011-1246-1343,2011,1,0,0.023,0.866126495,11.2059,3.1245,3.266228689,-0.0015,16.59,10.52,-0.06875,0.246153846,91.79408948,5
2011-1246-1452,2011,1,0,-0.005,0.659241929,5.0382,0.2957,5.44116275,0.0312,4.15,-2.12,0.112121212,0.29059829,-28.89266648,-22
2011-1254-1314,2011,0,0,-0.029,0.127749173,-0.7044,-12.7201,0.678025317,0.0266,-16.64,-15.92,0.071580671,-0.583333333,-160.3932685,-70
2011-1266-1314,2011,0,0,-0.017,0.371297567,4.8332,-7.6431,-1.77929155,0.0304,-3.98,-1.64,-0.2,-0.083333333,-155.9613037,-68
2011-1266-1393,2011,1,0,-0.011,0.379705151,2.4319,-5.4173,-6.178599512,-0.0217,-3.96,-0.28,-0.173745173,-0.214285714,-177.7507543,-133
2011-1272-1112,2011,0,0,0.044,0.224411759,-12.0367,2.1617,-1.935609831,0.0262,-9.63,-4.85,-0.102556391,0.114285714,-33.02956916,0
2011-1276-1181,2011,0,0,-0.02,0.148318852,-7.9695,-5.1429,-5.85448247,-0.0116,-10.3,2.36,-0.256833976,-0.566666667,-185.7993626,-277
2011-1276-1397,2011,1,0,-0.013,0.563673249,3.0924,-0.9851,3.693935955,-0.0019,3.13,1.95,0.019159664,-0.238095238,-8.853486094,-16
2011-1287-1257,2011,1,0,0.012,0.13097227,-4.8739,-8.4463,-6.933621566,-0.008,-15.79,-11.33,0.051428571,0.25,-114.6211002,-34
2011-1287-1350,2011,0,0,-0.038,0.269939784,-5.422,-2.023,-6.740601019,0.0088,-8.42,-5.92,-0.092972973,-0.027777778,-4.47964725,0
2011-1314-1246,2011,0,0,0.006,0.393702352,-7.0788,2.9161,-5.195495199,-0.0217,-1.43,1.24,0.040540541,-0.262820513,68.01323279,65
2011-1314-1449,2011,1,0,0.013,0.560177896,-4.0001,4.9545,-4.414515352,-0.0285,-1.25,2.41,0.106254827,-0.041666667,123.6596784,53
2011-1323-1103,2011,1,0,-0.031,0.925048672,18.82,1.1662,3.813910669,-0.0144,16.02,9.45,0.134640523,-0.041666667,52.72892685,9
2011-1323-1199,2011,0,0,-0.037,0.768012209,20.1165,-8.8809,0.133552757,-0.0234,4.69,1.98,0.070588236,0.125,25.39775917,8
2011-1326-1206,2011,1,0,-0.022,0.83252618,10.2523,2.6577,1.478749687,0.0297,14.18,7.01,0.088871224,0.404761904,35.39939296,4
2011-1336-1396,2011,0,0,-0.023,0.410021944,1.3984,-3.7016,-4.298996786,-0.0302,-0.37,7.22,-0.223529412,0.044444444,-87.78176465,-3
2011-1338-1139,2011,0,0,0.082,0.825281817,6.4766,5.1922,6.054033804,-0.0106,9.29,2.83,0.054179566,-0.246753247,26.60327072,-4
2011-1338-1421,2011,1,0,-0.025,0.951012965,17.2358,5.1168,6.812422677,-0.021,21.51,10.74,0.188235294,-0.095238096,59.14553119,18
2011-1345-1389,2011,1,1,0.014,0.913962635,18.8392,-1.0633,1.568112523,-0.0031,19.64,9.77,0.123529412,-0.071428571,51.67358041,12
2011-1361-1163,2011,0,0,-0.029,0.635728824,-2.0205,5.285,2.809526106,0.014,0.01,-4.08,0.161239288,-0.1,-57.52782069,-109
2011-1361-1294,2011,1,-1,-0.045,0.938474558,6.6216,12.7953,5.353781537,0.0283,16.57,8.6,0.296452703,0.566666667,89.91923167,3
2011-1364-1196,2011,0,0,-0.048,0.122366141,-11.3664,-3.5086,-0.650162947,0.0192,-15.05,-7.45,-0.213851351,-0.033333333,-77.94508246,-72
2011-1393-1232,2011,1,0,0.021,0.889453336,11.3599,4.0307,4.772380229,0.0343,15.44,5.89,0.149579832,0.142857143,191.7188745,135
2011-1396-1361,2011,0,0,0.049,0.245537952,-3.3806,-4.5448,-2.776310706,0.0089,-5.61,-2.13,-0.179173291,-0.344444444,-3.905088076,0
2011-1400-1112,2011,0,0,0.031,0.773641434,0.1932,8.1488,2.169590014,0.0172,4.28,-0.03,-0.009064327,0.025,87.31128766,48
2011-1400-1324,2011,1,0,0.005,0.859053284,-1.6822,13.9984,1.36696547,0.0133,12.54,7.86,0.013492064,-0.089285714,113.6312198,46
2011-1412-1155,2011,0,0,0.005,0.336968355,0.2723,-4.7665,0.116070883,-0.0315,-5.21,-3.8,0.100948767,-0.238095238,9.176361391,0
2011-1417-1196,2011,0,0,-0.029,0.301735355,-8.2728,1.4502,-0.942918604,-0.0197,-4.57,0.36,-0.139586645,-0.366666667,-15.39262983,-9
2011-1417-1277,2011,1,0,-0.02,0.468103509,-1.2717,0.2654,3.18976518,-0.0217,-2,-3.74,0.105882353,-0.166666667,-32.34829354,-80
2011-1421-1114,2011,1,0,0.012,0.710511483,0.1638,6.3298,3.646873162,-0.0051,3.63,0.08,0.087581699,-0.083333333,8.871838903,1
2011-1425-1433,2011,0,0,0.052,0.651927828,-2.7957,6.9354,1.834100166,-0.0214,2.96,4.19,-0.167352941,-0.35,17.83777797,0
2011-1427-1326,2011,0,0,0.044,0.011966247,-21.1436,-12.7604,-8.188771377,-0.0347,-31.64,-13.31,-0.306518283,-0.033333333,-82.889668,-28
2011-1429-1243,2011,0,0,-0.072,0.61344099,0.8126,2.336,6.564817332,-0.0024,-1.36,-7.91,0.235294118,0.380952381,54.38487964,1
2011-1433-1207,2011,1,0,0.036,0.253890481,-2.374,-5.5066,-5.33394601,0.0503,-1.87,-2.35,0.078939394,0.416666667,-42.11878092,-28
2011-1433-1345,2011,1,-1,-0.04,0.125713779,-4.2504,-9.7371,-2.829232965,0.0297,-10.8,-4.91,-0.026764706,0.25,-36.85808172,-12
2011-1435-1350,2011,0,0,-0.01,0.493770353,4.2746,-3.8985,-1.123029954,-0.0449,3.87,4.07,-0.149443561,-0.206349207,28.53295936,11
2011-1437-1206,2011,0,0,-0.03,0.450110198,0.8241,-2.1001,-3.371100829,-0.0113,3.39,6.86,-0.170588235,-0.178571429,16.33766113,14
2011-1449-1208,2011,1,0,0.115,0.71225066,7.246,-0.0924,2.691597669,0.0144,36,10.87,0.509285714,0.625,17.20603999,17
2011-1458-1139,2011,0,1,0.079,0.776502236,9.309,0.8446,1.854237652,-0.0136,7.24,4.4,-0.039938081,-0.246753247,31.82988259,-2
2011-1458-1243,2011,1,1,-0.008,0.694168547,12.2066,-4.576,1.290248073,0.0017,4.18,1.01,0.058823529,0.285714285,47.87969877,15
2011-1462-1266,2011,0,0,-0.083,0.492119982,-2.4157,1.8587,3.556764038,-0.0169,-3.01,-4.1,0.165709459,0,6.751743032,3
2012-1104-1166,2012,0,0,-0.058,0.530408306,-14.3406,13.2825,-2.733530112,0.0508,0.84,3.77,-0.217835498,-0.208333333,-21.09750236,0
2012-1124-1462,2012,1,0,-0.087,0.776141396,8.9861,0.7587,0.596560409,0.0167,6.95,1.81,0.163450293,0.244444444,5.171569459,0
2012-1153-1326,2012,0,0,-0.025,0.169779017,-8.5117,-3.4895,-3.791362176,0.0067,-11.02,-2.79,-0.078724879,-0.063492064,-50.79876498,-32
2012-1160-1124,2012,0,0,0.089,0.156672096,-12.732,-0.3423,-2.115929468,-0.0182,-8.63,-2.3,-0.146783626,-0.133333333,-12.05427464,-6
2012-1161-1293,2012,0,0,-0.022,0.311316968,3.5957,-8.8042,-5.302885651,-0.021,-2.16,7.83,-0.383143939,-0.233333333,-32.02980712,0
2012-1163-1235,2012,0,0,-0.044,0.429242391,-1.0918,-1.0043,1.396217845,-0.0108,-1.05,0.75,-0.076470588,-0.028571429,151.476706,133
2012-1172-1257,2012,0,0,-0.03,0.2513442,7.2072,-13.6506,-0.382021486,-0.0358,-8.93,-10.7,0.027272727,-0.088888889,-92.29726464,-27
2012-1196-1266,2012,1,-1,0.019,0.489548876,8.6284,-7.5607,2.322031158,-0.0037,1.33,-0.17,-0.071351351,0.05,56.23952322,72
2012-1196-1313,2012,1,0,0.048,0.935572417,19.7853,1.0019,4.025906466,0.021,21.93,12.72,-0.073573573,0.05,84.41041437,79
2012-1199-1153,2012,0,0,-0.001,0.583393689,-0.9533,3.0418,5.61214932,-0.0424,1.6,1.34,-0.007722008,-0.089285714,22.36350694,6
2012-1199-1382,2012,1,0,-0.001,0.690023106,-2.0236,7.1677,3.779452483,0.0151,6.28,4.78,0.063392857,0.025,44.57480121,7
2012-1207-1125,2012,1,0,0.041,0.632736444,-5.8995,8.7148,1.054411679,-0.0198,-5.89,9.17,-0.341785714,-0.3,23.84578559,25
2012-1207-1301,2012,0,0,-0.008,0.72488765,-1.432,7.793,4.945819055,-0.0127,-6.18,1.15,-0.192905405,-0.166666667,2.800378794,29
2012-1211-1326,2012,0,0,-0.088,0.193037812,-6.4998,-4.1676,1.38449911,-0.0377,-10.09,-5.82,-0.010256411,-0.063492064,13.91832851,-5
2012-1231-1308,2012,1,0,0.027,0.777117398,11.1774,-0.9513,4.378717267,-0.0129,9.9,7.72,-0.005555555,-0.047619047,34.43300449,-1
2012-1233-1140,2012,0,0,0.024,0.506745934,10.6374,-9.4244,0.945444155,-0.0039,-2.89,-3.37,0.04935065,-0.053571429,-31.32736931,-9
2012-1235-1246,2012,0,-1,-0.026,0.134730671,-8.4772,-5.4901,-7.77391744,-0.0077,-11.41,-0.61,-0.294117647,-0.323076923,-118.1085751,-26
2012-1242-1178,2012,1,1,0.025,0.925026397,6.4294,11.6663,11.80438063,-0.0098,19.32,9.94,0.207264957,0.015384615,86.00772585,44
2012-1242-1326,2012,1,1,-0.014,0.437256711,-2.5575,0.3688,3.238992103,-0.022,-2.23,0.86,0.035897435,-0.162393163,28.04220828,11
2012-1243-1379,2012,1,0,-0.032,0.73110164,-0.6081,7.4075,7.046672445,-0.0353,6.68,3.92,-0.051871658,0.125,-7.712122756,7
2012-1243-1393,2012,0,0,-0.003,0.305775412,-4.9115,-1.3467,-4.989384844,-0.0767,-6.65,-0.49,-0.228501229,-0.125,-181.71807,-129
2012-1246-1124,2012,1,1,0.107,0.779186595,3.794,5.3523,7.076906343,-0.0011,8.19,-0.1,0.142105263,0.123076923,99.93956696,20
2012-1246-1231,2012,1,1,-0.001,0.781785784,0.8557,7.8792,4.740375163,0.0123,6.1,0.13,0.222222222,0.256410256,74.03215794,26
2012-1246-1242,2012,1,0,0.009,0.654883441,5.0542,0.2285,2.887670041,-0.0031,3.01,-2,0.120512821,0.307692308,17.26715112,-18
2012-1250-1181,2012,1,1,0.021,0.226541824,-7.7602,-1.8062,-2.514201637,0.0253,-12.78,-13.54,0.006722689,0.083333333,-209.9775604,-282
2012-1250-1462,2012,0,1,0.019,0.448795155,1.5042,-2.7966,-0.95372529,0.0387,-5.32,-11.36,0.176984127,0.194444444,-0.857351515,-5
2012-1253-1307,2012,0,0,-0.01,0.391421162,0.4389,-3.3184,-3.754403572,0.0006,-6.08,-2.47,-0.048235294,-0.063492064,-25.62371356,-1
2012-1254-1277,2012,0,0,-0.031,0.025944189,-6.0513,-19.8128,-5.614891838,-0.0477,-22.66,-14.92,-0.041494436,0.125,-111.5543979,-145
2012-1257-1196,2012,1,0,-0.009,0.497938138,-16.1362,13.5669,-3.004516442,0.0073,-2.06,1.69,0.051351351,0.088888889,45.14513706,-43
2012-1257-1246,2012,0,-1,-0.011,0.167531993,-16.2053,2.7691,-7.721957277,0.0164,-8.54,1.09,-0.2,-0.034188034,10.81088786,10
2012-1257-1277,2012,1,0,-0.01,0.210573999,-10.4881,0.2073,-5.333096148,0.0114,-5.13,-0.8,-0.02972973,0.263888889,10.07649795,-110
2012-1257-1307,2012,1,0,-0.011,0.472797972,-6.2709,4.5789,-4.303860038,0.0108,0.59,5.68,-0.06,0.111111111,81.33665609,35
2012-1259-1326,2012,0,0,-0.112,0.044418128,-13.9685,-8.7255,-6.217061751,-0.01,-23.58,-11.79,-0.010256411,-0.027777778,-72.17734065,-33
2012-1266-1140,2012,1,1,-0.005,0.732969471,6.3396,1.2351,0.371953487,-0.0072,5.67,5.95,0.005714286,0.125,-13.41921523,-2
2012-1272-1387,2012,0,0,0.025,0.591212704,3.9166,-0.7943,3.916474019,0.0019,1.71,1.2,-0.031764706,-0.464285714,-77.1353378,1
2012-1277-1387,2012,1,0,0.025,0.755677212,3.7531,4.213,2.75768193,-0.0122,6.17,5.76,0.017965024,-0.089285714,26.80757113,146
2012-1281-1313,2012,0,1,0.01,0.970564532,24.4144,3.0528,4.822779196,0.0475,23.45,11.07,0.083492064,0.125,30.27602017,0
2012-1285-1458,2012,0,-1,-0.028,0.148979624,-7.7866,-4.7602,-0.400435669,0.0104,-14.49,-11.63,0.054166667,-0.714285714,-54.45388726,-25
2012-1290-1443,2012,0,0,0.011,0.378920211,0.1775,-3.7986,-0.1166335,0.0498,-5.37,-8.16,0.183193277,0.111111111,-5.69278365,0
2012-1293-1266,2012,0,-1,0.027,0.396393552,-2.027,-1.0839,3.161416803,0.0012,-8.18,-10.1,0.219393939,0.083333333,0.688846562,-7
2012-1301-1242,2012,0,-1,0.013,0.147944234,-3.9277,-8.5056,-5.534075578,-0.0077,-9.62,-3.13,-0.174081774,0.051282052,-48.5696168,-44
2012-1314-1166,2012,1,0,0.009,0.79718731,-1.7325,10.9728,-3.390483235,0.0307,8.42,3.66,-0.010977444,-0.133333333,137.7179712,75
2012-1314-1242,2012,0,-1,0.015,0.491904292,2.1745,-1.9262,-4.144883444,-0.0046,-0.38,-2.86,0.015249663,0.084615385,74.53594936,31
2012-1314-1325,2012,1,0,0.028,0.86724696,11.3544,2.955,2.910942203,-0.045,14.17,6.9,0.054196301,-0.133333333,162.8291513,74
2012-1314-1436,2012,1,0,0.03,0.938417127,14.4202,5.9402,0.929050731,0.0023,20.36,12.26,0.128070175,0.033333333,172.5362126,75
2012-1325-1276,2012,1,0,-0.027,0.305000077,-7.3351,0.8186,-2.573816005,0.0638,-6.02,-8.81,0.093481717,0.261904762,-34.19566488,-1
2012-1326-1393,2012,1,0,0.009,0.602741356,2.6232,0.6451,-2.19286188,-0.0248,2.83,1.05,-0.121275121,0.027777778,-129.6607284,-103
2012-1345-1242,2012,0,-1,-0.061,0.206532637,1.3119,-10.2401,-7.781425125,0.0272,-7.84,-1.88,-0.196630036,-0.115384615,-63.4378776,-31
2012-1345-1388,2012,1,0,-0.09,0.553402094,2.1085,-0.308,-3.709540457,0.0244,2.62,7.27,-0.186839827,-0.1,7.619057692,6
2012-1355-1124,2012,0,0,0.091,0.210837149,-3.3739,-6.3702,-0.956344626,0.0036,-9.2,-9.9,-0.02075188,0.033333333,-16.76808081,-6
2012-1361-1301,2012,0,0,-0.051,0.508629589,-4.3683,4.1375,-0.303275606,-0.0062,-3.06,-3.01,0.100476948,-0.166666667,37.05917036,8
2012-1378-1143,2012,1,0,0.026,0.391655909,-9.4048,5.4025,-0.910601245,-0.019,-4.59,2.76,-0.074183007,0.028571429,-86.61786392,-2
2012-1378-1325,2012,0,0,0.022,0.519920634,-4.9905,5.0253,2.386436495,-0.0759,2.03,7.12,-0.17942943,-0.404761904,3.54200301,-1
